7,1,-10.798,-2.0664,-10.668,-2.0657
15,1,-10.363,-2.0642,-10.227,-2.0688
15,2,-10.711,-2.5378,-10.59,-2.537
23,1,-9.9287,-2.0619,-9.8117,-2.0512
23,2,-10.362,-2.5169,-10.227,-2.5257
31,1,-9.494,-2.0597,-9.3704,-2.0543
31,2,-10.014,-2.496,-9.8901,-2.4938
39,1,-9.0594,-2.0575,-8.9292,-2.0573
39,2,-9.6651,-2.4751,-9.5273,-2.4825
47,1,-8.6248,-2.0553,-8.4879,-2.0604
47,2,-9.257,-2.4957,-9.1378,-2.5088
55,1,-8.1867,-2.0428,-8.0467,-2.0429
55,2,-8.8291,-2.5301,-8.6962,-2.5314
63,1,-7.7465,-2.0243,-7.6056,-2.0261
63,2,-8.4013,-2.5646,-8.2807,-2.5767
71,1,-7.3062,-2.0057,-7.1645,-2.0093
71,2,-7.9734,-2.5991,-7.8392,-2.5993
79,1,-6.866,-1.9871,-6.7494,-1.9937
79,2,-7.5197,-2.6157,-7.3978,-2.6215
87,1,-6.4258,-1.9685,-6.3084,-1.9769
87,2,-7.0506,-2.6215,-6.9304,-2.6208
87,3,2.568,2.7482,2.4967,2.6513
95,1,-5.9856,-1.9499,-5.8674,-1.9601
95,2,-6.5814,-2.6274,-6.4632,-2.62
95,3,2.1803,2.1426,2.096,2.0567
103,1,-5.5987,-1.9449,-5.478,-1.9647
103,2,-6.1128,-2.6251,-5.996,-2.6203
103,3,1.756,1.7102,1.6754,1.6313
111,1,-5.3008,-1.9625,-5.1659,-1.9686
111,2,-5.6455,-2.5982,-5.5028,-2.6008
111,3,1.3317,1.2779,1.229,1.2052
119,1,-5.0028,-1.9801,-4.88,-1.9735
119,2,-5.1783,-2.5712,-5.0356,-2.5607
119,3,0.89488,0.85039,0.78282,0.77941
127,1,-4.6745,-1.9852,-4.5424,-1.9773
127,2,-4.7145,-2.5478,-4.5943,-2.5429
127,3,0.37081,0.45688,0.25784,0.39527
135,1,-4.3159,-1.978,-4.179,-1.9811
135,2,-4.2607,-2.5351,-4.1271,-2.523
135,3,-0.15327,0.063375,-0.26656,0.011507
143,1,-3.9572,-1.9707,-3.8157,-1.9632
143,2,-3.807,-2.5224,-3.6858,-2.5259
143,3,-0.66251,-0.25935,-0.79054,-0.30666
151,1,-3.4994,-1.9415,-3.3745,-1.9213
151,2,-3.3532,-2.5096,-3.2186,-2.506
151,3,-1.1569,-0.5113,-1.288,-0.55813
159,1,-3.0086,-1.9051,-2.8814,-1.8993
159,2,-2.8679,-2.4939,-2.7254,-2.4837
159,3,-1.6513,-0.76325,-1.7848,-0.80931
167,1,-2.5178,-1.8686,-2.3883,-1.8557
167,2,-2.378,-2.4776,-2.2582,-2.4624
167,3,-2.2972,-0.97104,-2.4334,-1.0107
175,1,-2.027,-1.8321,-1.8952,-1.812
175,2,-1.8882,-2.4614,-1.7651,-2.4616
175,3,-2.9624,-1.1743,-3.0819,-1.2124
183,1,-1.5351,-1.7838,-1.4019,-1.7713
183,2,-1.3983,-2.4452,-1.272,-2.4392
183,3,-3.6125,-1.3901,-3.7326,-1.43
191,1,-1.0427,-1.7284,-0.90854,-1.7107
191,2,-0.90848,-2.4289,-0.77894,-2.4168
191,3,-4.2625,-1.606,-4.3831,-1.6259
199,1,-0.55028,-1.6729,-0.4153,-1.6718
199,2,-0.4289,-2.3839,-0.31168,-2.3761
199,3,-4.9094,-1.8014,-5.0326,-1.8244
207,1,-0.057846,-1.6175,0.077788,-1.6112
207,2,0.050677,-2.3389,0.18154,-2.3343
207,3,-5.5466,-1.9359,-5.6797,-1.9661
215,1,0.43117,-1.5768,0.57086,-1.5707
215,2,0.53025,-2.294,0.6488,-2.2936
215,3,-6.1839,-2.0704,-6.3005,-2.1066
215,5,-0.99086,2.7096,-0.92617,2.6088
215,6,-0.23561,2.8389,-0.16772,2.7518
223,1,0.90992,-1.5807,1.0382,-1.5696
223,2,1.0098,-2.249,1.142,-2.2302
223,3,-6.8212,-2.2048,-6.9467,-2.2481
223,4,7.735,-2.6708,7.6053,-2.6747
223,5,-0.66584,2.1807,-0.61133,2.082
223,6,0.12379,2.3274,0.19892,2.2489
