1,1,-8.7473,-1.8282,-10.253,-1.8917
1,2,-8.6176,-2.2777,-9.9413,-2.3335
1,3,-6.8525,-2.2032,-7.6572,-2.2371
1,4,-6.7487,-2.8487,-7.2938,-2.8717
1,5,-2.9071,-2.015,-4.3347,-2.0753
1,6,-2.1803,-1.1178,-3.6858,-1.1813
1,7,0.051913,-1.3702,-0.54509,-1.3954
1,8,2.4918,-4.4519,1.6872,-4.4858
9,1,-8.2407,-1.8068,-8.7993,-1.8304
9,2,-8.1064,-2.2494,-8.8252,-2.2864
9,3,-6.4502,-2.2404,-7.4755,-2.2728
9,4,-6.309,-2.8709,-7.3717,-2.9183
9,5,-2.5592,-1.9629,-3.2965,-1.9881
9,6,-2.6605,-1.1055,-3.3743,-1.1248
9,7,-0.41323,-1.2789,-1.7131,-1.3364
9,8,2.2759,-4.4055,1.194,-4.4417
17,1,-7.734,-1.7854,-8.2801,-1.8085
17,2,-7.5953,-2.2212,-8.2542,-2.2407
17,3,-6.0479,-2.2775,-6.6449,-2.3027
17,4,-5.8692,-2.8932,-7.2938,-2.9584
17,5,-2.2112,-1.9107,-3.608,-1.9796
17,6,-3.1407,-1.0933,-4.179,-1.1371
17,7,-0.87837,-1.1876,-2.3101,-1.2532
17,8,2.0599,-4.3592,1.0123,-4.406
25,1,-7.2273,-1.764,-8.3061,-1.8096
25,2,-7.0841,-2.1929,-8.1244,-2.2352
25,3,-5.6455,-2.3147,-7.0602,-2.3636
25,4,-5.4295,-2.9154,-6.1517,-2.9535
25,5,-1.8633,-1.8585,-2.7254,-1.899
25,6,-3.6209,-1.0811,-4.8539,-1.1223
25,7,-1.3435,-1.0963,-2.3101,-1.1449
25,8,1.844,-4.3128,0.75274,-4.352
25,9,-10.675,-1.6156,-11.888,-1.6574
33,1,-6.74,-1.7688,-7.787,-1.8093
33,2,-6.6197,-2.1968,-7.8908,-2.247
33,3,-5.2432,-2.3519,-6.6708,-2.4121
33,4,-4.9898,-2.9376,-6.4632,-3.01
33,5,-1.5153,-1.8064,-2.0246,-1.8261
33,6,-4.1011,-1.0688,-5.0875,-1.1105
33,7,-1.8407,-1.0487,-2.9071,-1.0834
33,8,1.6915,-4.3268,0.93443,-4.366
33,9,-10.106,-1.4937,-10.902,-1.5291
41,1,-6.2555,-1.7772,-6.9304,-1.7948
41,2,-6.171,-2.2114,-6.8525,-2.2465
41,3,-4.8394,-2.3637,-5.7883,-2.3966
41,4,-4.5816,-2.9306,-5.347,-2.9629
41,5,-1.165,-1.7338,-2.5957,-1.7852
41,6,-4.4818,-1.0921,-5.2951,-1.1192
41,7,-2.3426,-1.0073,-2.985,-1.0434
41,8,1.5481,-4.3493,0.1817,-4.3977
41,9,-9.5373,-1.3717,-10.201,-1.3912
49,1,-5.771,-1.7856,-6.567,-1.8228
49,2,-5.7222,-2.2261,-6.6708,-2.2605
49,3,-4.4357,-2.3756,-5.97,-2.4476
49,4,-4.184,-2.9138,-5.5287,-2.9706
49,5,-0.81076,-1.6271,-1.9467,-1.6712
49,6,-4.8625,-1.1154,-5.996,-1.1705
49,7,-2.8444,-0.96585,-4.0492,-1.0233
49,8,1.4047,-4.3719,0.025956,-4.426
49,9,-8.9882,-1.2716,-10.46,-1.3372
57,1,-5.2918,-1.7788,-6.7487,-1.8305
57,2,-5.2734,-2.2407,-5.97,-2.2743
57,3,-4.0319,-2.3874,-4.6981,-2.4156
57,4,-3.7863,-2.897,-4.3347,-2.9202
57,5,-0.45653,-1.5204,-1.3238,-1.5582
57,6,-5.2432,-1.1387,-6.541,-1.1935
57,7,-3.3462,-0.92445,-3.8935,-0.95175
57,8,1.2614,-4.3945,0.38935,-4.4323
57,9,-8.4982,-1.2371,-9.8116,-1.2882
65,1,-4.8497,-1.6651,-5.8662,-1.7066
65,2,-4.7912,-2.1565,-5.399,-2.1852
65,3,-3.6281,-2.3993,-4.2569,-2.4186
65,4,-3.3887,-2.8802,-4.6722,-2.9344
65,5,-0.1023,-1.4137,-0.70083,-1.4453
65,6,-5.5432,-1.2573,-6.7747,-1.3116
65,7,-3.8468,-0.87396,-4.5164,-0.91305
65,8,1.118,-4.417,-0.23361,-4.4802
65,9,-8.0081,-1.2025,-8.7473,-1.2432
73,1,-4.4076,-1.5514,-5.6066,-1.609
73,2,-4.3043,-2.0583,-5.2432,-2.0919
73,3,-3.2208,-2.4128,-4.2309,-2.4608
73,4,-2.9911,-2.8635,-4.0752,-2.9092
73,5,0.25541,-1.3118,-0.96039,-1.3696
73,6,-5.8431,-1.3758,-6.541,-1.4101
73,7,-4.3451,-0.80833,-5.1653,-0.83211
73,8,0.96328,-4.4357,0.23361,-4.4605
73,9,-7.5241,-1.1745,-8.0725,-1.1931
81,1,-3.9655,-1.4377,-5.3211,-1.4886
81,2,-3.8174,-1.96,-5.1913,-2.0247
81,3,-2.8098,-2.4279,-4.1011,-2.477
81,4,-2.5934,-2.8467,-3.6339,-2.8906
81,5,0.63749,-1.2437,-0.46722,-1.2838
81,6,-6.195,-1.5905,-7.1121,-1.6292
81,7,-4.8435,-0.7427,-6.2555,-0.79146
81,8,0.80177,-4.4522,-0.64891,-4.5194
81,9,-7.0829,-1.192,-8.3061,-1.2463
