1,1,-1.0519,0.0037843
1,2,-3.5898,-1.1689
1,3,2.2463,2.0738
1,4,6.3513,0.036695
1,5,-6.1238,-0.52314
1,6,-6.5848,0.26795
1,7,-6.0073,2.8817
1,8,-6.4856,2.206
1,9,-6.8894,-1.6161
1,10,7.6157,-1.6354
1,11,7.8313,-1.3176
1,12,8.2689,-1.288
1,13,8.5792,-0.8703
1,14,-3.7521,-2.8933
1,15,-3.0791,-2.6628
1,16,-2.4185,-2.8823
1,21,-1.7554,3.6831
1,22,-1.2257,4.5556
1,25,-3.2988,-5.6399
1,213,3.914,-4.1644
1,214,4.3976,-4.1338
1,215,3.6392,-3.2908
1,216,4.1035,-3.1238
1,217,0.47339,1.1337
1,218,4.8435,2.0552
1,219,0.92023,2.3367
1,220,-0.089315,1.5705
1,273,-7.5955,-1.3781
1,409,-3.4793,1.1799
9,1,-1.3815,-0.054507
9,2,-3.9141,-1.1681
9,3,1.9956,1.8006
9,4,6.1882,-0.040367
9,5,-5.4957,-0.57492
9,6,-6.376,0.21687
9,7,-5.685,2.7848
9,8,-6.1846,2.1473
9,9,-6.8337,-1.7634
9,10,7.3788,-1.6498
9,11,7.6889,-1.3158
9,12,8.1059,-1.3216
9,13,8.4177,-0.90728
9,14,-3.7893,-2.9078
9,15,-3.2376,-2.661
9,16,-2.5957,-2.8603
9,21,-1.7955,3.6599
9,22,-1.2714,4.4763
9,25,-3.3155,-5.5012
9,213,4.0286,-4.359
9,214,4.5142,-4.2826
9,215,3.6954,-3.4744
9,216,4.1483,-3.3218
9,217,0.45064,1.1218
9,218,4.9289,2.0278
9,219,0.92403,2.3157
9,220,-0.06818,1.5674
9,273,-7.55,-1.4814
9,409,-3.4133,1.2732
17,1,-1.7112,-0.1128
17,2,-4.2383,-1.1673
17,3,1.7449,1.5274
17,4,6.0252,-0.11743
17,5,-4.8676,-0.62669
17,6,-6.1673,0.1658
17,7,-5.3628,2.6879
17,8,-5.8837,2.0886
17,9,-6.778,-1.9108
17,10,7.142,-1.6641
17,11,7.5466,-1.314
17,12,7.943,-1.3551
17,13,8.2563,-0.94427
17,14,-3.8265,-2.9222
17,15,-3.3961,-2.6593
17,16,-2.7728,-2.8383
17,21,-1.8355,3.6366
17,22,-1.3172,4.3971
17,23,7.8202,1.8738
17,25,-3.3321,-5.3625
17,213,4.1432,-4.5536
17,214,4.6308,-4.4315
17,215,3.7517,-3.658
17,216,4.193,-3.5199
17,217,0.42788,1.1098
17,218,5.0144,2.0004
17,219,0.92783,2.2947
17,220,-0.047046,1.5643
17,273,-7.5044,-1.5846
17,409,-3.3474,1.3664
25,1,-2.0408,-0.17109
25,2,-4.5625,-1.1665
25,3,1.4941,1.2543
25,4,5.8621,-0.19449
25,5,-4.2395,-0.67846
25,6,-5.9585,0.11472
25,7,-5.0405,2.591
25,8,-5.5828,2.0299
25,9,-6.7223,-2.0581
25,10,6.9051,-1.6785
25,11,7.4043,-1.3123
25,12,7.7801,-1.3886
25,13,8.0949,-0.98125
25,14,-3.8637,-2.9367
25,15,-3.5546,-2.6575
25,16,-2.95,-2.8162
25,17,-7.2423,3.9484
25,21,-1.8755,3.6133
25,22,-1.3629,4.3178
25,23,7.6239,1.8141
25,25,-3.2867,-5.1382
25,213,4.2619,-4.7402
25,214,4.7474,-4.5803
25,215,3.808,-3.8415
25,216,4.2377,-3.7179
25,217,0.40513,1.0978
25,218,5.0999,1.9731
25,219,0.93163,2.2736
25,220,-0.025912,1.5612
25,273,-7.4588,-1.6878
25,409,-3.2814,1.4596
33,1,-2.3705,-0.22938
33,2,-4.8868,-1.1657
33,3,1.243,0.9864
33,4,5.6991,-0.27155
33,5,-3.6415,-0.82034
33,6,-5.7624,0.078247
33,7,-4.7261,2.4768
33,8,-5.2813,1.9703
33,9,-6.6665,-2.2054
33,10,6.6683,-1.6929
33,11,7.2575,-1.3079
33,12,7.6171,-1.4222
33,13,7.9334,-1.0182
33,14,-3.9008,-2.9511
33,15,-3.6719,-2.6551
33,16,-3.1007,-2.8104
33,17,-6.6432,3.7209
33,18,-7.1741,1.8608
33,21,-1.9156,3.5901
33,22,-1.4086,4.2386
33,23,7.4275,1.7544
33,25,-3.2206,-4.8853
33,213,4.4094,-4.8709
33,214,4.864,-4.7292
33,215,3.8642,-4.0251
33,216,4.2824,-3.916
33,217,0.38237,1.0859
33,218,5.1853,1.9457
33,219,0.93543,2.2526
33,220,-0.0047781,1.558
33,273,-7.4133,-1.7911
33,409,-3.1815,1.5426
41,1,-2.7133,-0.29828
41,2,-5.2266,-1.1647
41,3,0.98959,0.75573
41,4,5.6868,-0.27306
41,5,-3.0537,-0.99225
41,6,-5.5791,0.056381
41,7,-4.4351,2.3102
