1,1,-8.7473,-1.8282,-8.488,-1.8271
1,2,-8.6176,-2.2777,-8.3589,-2.2847
1,3,-6.8525,-2.2032,-6.6022,-2.2501
1,4,-6.7487,-2.8487,-6.4951,-2.8843
1,5,-2.9071,-2.015,-2.6504,-2.0363
1,6,-2.1803,-1.1178,-2.4391,-1.1453
1,7,0.051913,-1.3702,-0.19499,-1.3138
1,8,2.4918,-4.4519,2.2327,-4.4497
9,1,-8.2407,-1.8068,-7.9688,-1.802
9,2,-8.1064,-2.2494,-7.8393,-2.2573
9,3,-6.4502,-2.2404,-6.1852,-2.2702
9,4,-6.309,-2.8709,-6.0522,-2.9021
9,5,-2.5592,-1.9629,-2.3107,-1.9614
9,6,-2.6605,-1.1055,-2.9321,-1.1248
9,7,-0.41323,-1.2789,-0.6693,-1.2477
9,8,2.2759,-4.4055,2.0246,-4.4029
17,1,-7.734,-1.7854,-7.4755,-1.7781
17,2,-7.5953,-2.2212,-7.3458,-2.2093
17,3,-6.0479,-2.2775,-5.7943,-2.313
17,4,-5.8692,-2.8932,-5.6096,-2.9199
17,5,-2.2112,-1.9107,-1.9468,-1.9069
17,6,-3.1407,-1.0933,-3.3991,-1.1249
17,7,-0.87837,-1.1876,-1.1408,-1.1819
17,8,2.0599,-4.3592,1.7911,-4.3788
25,1,-7.2273,-1.764,-6.9563,-1.753
25,2,-7.0841,-2.1929,-6.8266,-2.1818
25,3,-5.6455,-2.3147,-5.4035,-2.3342
25,4,-5.4295,-2.9154,-5.1672,-2.9377
25,5,-1.8633,-1.8585,-1.6104,-1.832
25,6,-3.6209,-1.0811,-3.892,-1.1045
25,7,-1.3435,-1.0963,-1.6093,-1.1163
25,8,1.844,-4.3128,1.584,-4.3319
25,9,-10.675,-1.6156,-10.41,-1.5687
33,1,-6.74,-1.7688,-6.4892,-1.7595
33,2,-6.6197,-2.1968,-6.3594,-2.1804
33,3,-5.2432,-2.3519,-4.987,-2.3759
33,4,-4.9898,-2.9376,-4.7251,-2.9554
33,5,-1.5153,-1.8064,-1.2498,-1.7562
33,6,-4.1011,-1.0688,-4.359,-1.1046
33,7,-1.8407,-1.0487,-2.1025,-1.0516
33,8,1.6915,-4.3268,1.4286,-4.3638
33,9,-10.106,-1.4937,-9.8383,-1.4675
41,1,-6.2555,-1.7772,-5.9963,-1.766
41,2,-6.171,-2.2114,-5.9181,-2.2024
41,3,-4.8394,-2.3637,-4.5721,-2.3821
41,4,-4.5816,-2.9306,-4.3354,-2.9357
41,5,-1.165,-1.7338,-0.91452,-1.6678
41,6,-4.4818,-1.0921,-4.7469,-1.1298
